Código Seção	Descrição Seção	Código Subclasse	Descrição Subclasse
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4634699	Comércio atacadista de carnes e derivados de outros animais
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4635401	Comércio atacadista de água mineral
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4635402	Comércio atacadista de cerveja, chope e refrigerante
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4635403	Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4635499	Comércio atacadista de bebidas não especificadas anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4636201	Comércio atacadista de fumo beneficiado
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4636202	Comércio atacadista de cigarros, cigarrilhas e charutos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4637101	Comércio atacadista de café torrado, moído e solúvel
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4637102	Comércio atacadista de açúcar
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4637103	Comércio atacadista de óleos e gorduras
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4637104	Comércio atacadista de pães, bolos, biscoitos e similares
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4637105	Comércio atacadista de massas alimentícias
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4637106	Comércio atacadista de sorvetes
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4637107	Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4637199	Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4639701	Comércio atacadista de produtos alimentícios em geral
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4639702	Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4641901	Comércio atacadista de tecidos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4641902	Comércio atacadista de artigos de cama, mesa e banho
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4641903	Comércio atacadista de artigos de armarinho
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4642701	Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4642702	Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4643501	Comércio atacadista de calçados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4643502	Comércio atacadista de bolsas, malas e artigos de viagem
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4644301	Comércio atacadista de medicamentos e drogas de uso humano
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4644302	Comércio atacadista de medicamentos e drogas de uso veterinário
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4645101	Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4645102	Comércio atacadista de próteses e artigos de ortopedia
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4645103	Comércio atacadista de produtos odontológicos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4646001	Comércio atacadista de cosméticos e produtos de perfumaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4646002	Comércio atacadista de produtos de higiene pessoal
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4647801	Comércio atacadista de artigos de escritório e de papelaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4647802	Comércio atacadista de livros, jornais e outras publicações
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649401	Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649402	Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649403	Comércio atacadista de bicicletas, triciclos e outros veículos recreativos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649404	Comércio atacadista de móveis e artigos de colchoaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649405	Comércio atacadista de artigos de tapeçaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649406	Comércio atacadista de lustres, luminárias e abajures
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649407	Comércio atacadista de filmes, CDs, DVDs, fitas e discos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649408	Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649409	Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649410	Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4649499	Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4651601	Comércio atacadista de equipamentos de informática
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4651602	Comércio atacadista de suprimentos para informática
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4652400	Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4661300	Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4662100	Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4663000	Comércio atacadista de máquinas e equipamentos para uso industrial
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4664800	Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4665600	Comércio atacadista de máquinas e equipamentos para uso comercial
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4669901	Comércio atacadista de bombas e compressores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4669999	Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4671100	Comércio atacadista de madeira e produtos derivados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4672900	Comércio atacadista de ferragens e ferramentas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4673700	Comércio atacadista de material elétrico
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4674500	Comércio atacadista de cimento
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4679601	Comércio atacadista de tintas, vernizes e similares
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4679602	Comércio atacadista de mármores e granitos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4679603	Comércio atacadista de vidros, espelhos e vitrais
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4679604	Comércio atacadista especializado de materiais de construção não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4679699	Comércio atacadista de materiais de construção em geral
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4681801	Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4681802	Comércio atacadista de combustíveis realizado por transportador retalhista (TRR)
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4681803	Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4681804	Comércio atacadista de combustíveis de origem mineral em bruto
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4681805	Comércio atacadista de lubrificantes
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4682600	Comércio atacadista de gás liqüefeito de petróleo (GLP)
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4683400	Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4684201	Comércio atacadista de resinas e elastômeros
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4684202	Comércio atacadista de solventes
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4684299	Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4685100	Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4686901	Comércio atacadista de papel e papelão em bruto
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4686902	Comércio atacadista de embalagens
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4687701	Comércio atacadista de resíduos de papel e papelão
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4687702	Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4687703	Comércio atacadista de resíduos e sucatas metálicos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4689301	Comércio atacadista de produtos da extração mineral, exceto combustíveis
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4689302	Comércio atacadista de fios e fibras têxteis beneficiados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4689399	Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4691500	Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4692300	Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4693100	Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4711301	Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4711302	Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4712100	Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4713001	Lojas de departamentos ou magazines
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4713002	Lojas de variedades, exceto lojas de departamentos ou magazines
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4713003	Lojas duty free de aeroportos internacionais
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4721101	Padaria e confeitaria com predominância de produção própria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4721102	Padaria e confeitaria com predominância de revenda
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4721103	Comércio varejista de laticínios e frios
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4721104	Comércio varejista de doces, balas, bombons e semelhantes
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4722901	Comércio varejista de carnes - açougues
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4722902	Peixaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4723700	Comércio varejista de bebidas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4724500	Comércio varejista de hortifrutigranjeiros
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4729601	Tabacaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4729699	Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4731800	Comércio varejista de combustíveis para veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4732600	Comércio varejista de lubrificantes
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4741500	Comércio varejista de tintas e materiais para pintura
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4742300	Comércio varejista de material elétrico
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4743100	Comércio varejista de vidros
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4744001	Comércio varejista de ferragens e ferramentas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4744002	Comércio varejista de madeira e artefatos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4744003	Comércio varejista de materiais hidráulicos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4744004	Comércio varejista de cal, areia, pedra britada, tijolos e telhas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4744005	Comércio varejista de materiais de construção não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4744099	Comércio varejista de materiais de construção em geral
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4751200	Comércio varejista especializado de equipamentos e suprimentos de informática
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4752100	Comércio varejista especializado de equipamentos de telefonia e comunicação
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4753900	Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4754701	Comércio varejista de móveis
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4754702	Comércio varejista de artigos de colchoaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4754703	Comércio varejista de artigos de iluminação
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4755501	Comércio varejista de tecidos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4755502	Comercio varejista de artigos de armarinho
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4755503	Comercio varejista de artigos de cama, mesa e banho
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4756300	Comércio varejista especializado de instrumentos musicais e acessórios
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4757100	Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4759801	Comércio varejista de artigos de tapeçaria, cortinas e persianas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4759899	Comércio varejista de outros artigos de uso doméstico não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4761001	Comércio varejista de livros
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4761002	Comércio varejista de jornais e revistas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4761003	Comércio varejista de artigos de papelaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4762800	Comércio varejista de discos, CDs, DVDs e fitas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4763601	Comércio varejista de brinquedos e artigos recreativos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4763602	Comércio varejista de artigos esportivos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4763603	Comércio varejista de bicicletas e triciclos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4763604	Comércio varejista de artigos de caça, pesca e camping
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4763605	Comércio varejista de embarcações e outros veículos recreativos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4771701	Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4771702	Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4771703	Comércio varejista de produtos farmacêuticos homeopáticos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4771704	Comércio varejista de medicamentos veterinários
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4772500	Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4773300	Comércio varejista de artigos médicos e ortopédicos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4774100	Comércio varejista de artigos de óptica
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4781400	Comércio varejista de artigos do vestuário e acessórios
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4782201	Comércio varejista de calçados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4782202	Comércio varejista de artigos de viagem
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4783101	Comércio varejista de artigos de joalheria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4783102	Comércio varejista de artigos de relojoaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4784900	Comércio varejista de gás liqüefeito de petróleo (GLP)
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4785701	Comércio varejista de antigüidades
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4785799	Comércio varejista de outros artigos usados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789001	Comércio varejista de suvenires, bijuterias e artesanatos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789002	Comércio varejista de plantas e flores naturais
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789003	Comércio varejista de objetos de arte
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789004	Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789005	Comércio varejista de produtos saneantes domissanitários
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789006	Comércio varejista de fogos de artifício e artigos pirotécnicos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789007	Comércio varejista de equipamentos para escritório
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789008	Comércio varejista de artigos fotográficos e para filmagem
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789009	Comércio varejista de armas e munições
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4789099	Comércio varejista de outros produtos não especificados anteriormente
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4911600	Transporte ferroviário de carga
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4912401	Transporte ferroviário de passageiros intermunicipal e interestadual
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4912402	Transporte ferroviário de passageiros municipal e em região metropolitana
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4912403	Transporte metroviário
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4921301	Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4921302	Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4922101	Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4922102	Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4922103	Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4923001	Serviço de táxi
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4923002	Serviço de transporte de passageiros - locação de automóveis com motorista
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4924800	Transporte escolar
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4929901	Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4929902	Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4929903	Organização de excursões em veículos rodoviários próprios, municipal
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4929904	Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4929999	Outros transportes rodoviários de passageiros não especificados anteriormente
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4930201	Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4930202	Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4930203	Transporte rodoviário de produtos perigosos
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4930204	Transporte rodoviário de mudanças
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4940000	Transporte dutoviário
H	TRANSPORTE, ARMAZENAGEM E CORREIO	4950700	Trens turísticos, teleféricos e similares
